Rank,Name,Company,Volume,Sides,City,State
9133,Eileen Dale Rappaport,Douglas Elliman,$17.56M,15.5,New York,NY
9133,Bradley Hurst,Illustrated Properties,$17.56M,21,Jupiter,FL
9135,Grace Kim,KW Portland Premiere,$17.56M,28,Portland,OR
9136,Michelle Jones,RE/MAX Legacy Group,$17.56M,104,Hazard,KY
9137,Jennifer Brilliant,ONE Sotheby's International Realty,$17.56M,16,Miami Beach,FL
9138,Christopher Dawkins,Keller Williams Realty Portland Central,$17.55M,25,Portland,OR
9139,Shelley Shelly,@properties Christie's International Real Estate,$17.55M,13,Winnetka,IL
9140,Kane Schaller,Dickson Realty,$17.55M,14.5,Truckee,CA
9141,Lauren Huffman,EXIT Realty Southern,$17.55M,85.8,Lake Charles,LA
9142,Abigail Wall,Keller Williams - MKE,$17.55M,52.8,Whitefish Bay,WI
9143,Helio Souza,HomeSmart (DMV),$17.55M,28,Silver Spring,MD
9144,Carrie Crisman,Redfin,$17.55M,30,Attleboro,MA
9145,Mary Kromenhoek,Coldwell Banker Howard Perry and Walston,$17.55M,36,Holly Springs,NC
9146,Eileen Lacerte,Better Homes and Gardens Real Estate Island Lifestyle,$17.55M,3,Waimea,HI
9146,Barbara Ostroff,eXp Realty,$17.55M,6,La Jolla,CA
9148,Kyle Duncan,RE/MAX Pure,$17.55M,75,Marietta,GA
9149,Vicki Dell,Berkshire Hathaway HomeServices Georgia Properties,$17.55M,40,Newnan,GA
9150,Ron Umali,CENTURY 21 Masters,$17.55M,25.9,Murrieta,CA
9151,Donnell Kearney,Compass,$17.55M,24,Washington,DC
9152,Matt Nesbitt,The Group Real Estate,$17.55M,25,Fort Collins,CO
9153,Ben Grouby,Redfin,$17.55M,28,Alexandria,VA
9154,Meghan O'Connor,KW Platform,$17.55M,28.3,Latham,NY
9155,Jamie Gaines,Compass,$17.55M,15,Boston,MA
9156,David Day,Coldwell Banker Realty,$17.54M,7,Cupertino,CA
9157,John Keane,RE/MAX Team,$17.54M,15.5,New York,NY
9157,Isabel Dohse,Compass,$17.54M,7,Miami,FL
9159,Matthew Solimine,Redfin,$17.54M,35,Plano,TX
9160,Charles Brickell,Compass,$17.54M,10,Dana Point,CA
9161,Gretchen Barrilleaux,Coldwell Banker Realty,$17.54M,39,Katy,TX
9162,Scott Watson,Coldwell Banker Advantage,$17.54M,51.4,Littleton,NC
9163,Adam Ferst,Compass,$17.53M,20,Ardmore,PA
9164,Ann Blair,RE/MAX Rising,$17.53M,64,Burton,OH
9165,Sonia Johnson,eXp Realty,$17.53M,17,Ipswich,MA
9166,James Hait,Douglas Elliman,$17.53M,5.7,Miami,FL
9167,Matt Baker,Coldwell Banker Realty,$17.53M,20,Minneapolis,MN
9168,Steven Paxton,Keller Williams Gateway,$17.53M,42,Baltimore,MD
9169,Scott Heywood,HomeSmart (AZ),$17.53M,18,Scottsdale,AZ
9170,Jennifer Daponte,Berkshire Hathaway HomeServices Robert Paul Properties,$17.53M,38,New Bedford,MA
9171,Alison Cox,Keller Williams Realty River Cities,$17.53M,51,Columbus,TN
9172,Daniela DeMeillac,Keller Williams Mountain Properties LLC,$17.53M,7,Vail,CO
9173,Julianne Farmer,KW Riverside,$17.53M,21,Norco,CA
9174,Tj Bristol,"Sotheby's International Realty, Inc.",$17.53M,13,Pacific Grove,CA
9175,Joe Roch,Residential Properties Ltd.,$17.52M,31.5,Providence,RI
9176,Virginia Caamano,Coldwell Banker Realty,$17.52M,30,Ridgewood,NJ
9177,Joanna Arnwine,RE/MAX Four Corners,$17.52M,46,McKinney,TX
9178,Gene Neal (R),Redfin,$17.52M,25,Honolulu,HI
9179,Dan Bangs,Keller Williams Realty Atlanta Perimeter,$17.52M,18,Atlanta,GA
9180,Aj Swartz,Berkshire Hathaway HomeServices Epic Real Estate,$17.52M,47,Kenosha,WI
9181,Faina Shapiro,Berkshire Hathaway HomeServices Page Realty,$17.52M,24,Medway,MA
9182,Elena Donaldson,Keller Williams Realty Ballantyne Area,$17.52M,38,Charlotte,NC
9183,Robyn Gunn,Premier Sotheby's International Realty,$17.52M,7,Saint Petersburg,FL
9184,Edward Deveau,CENTURY 21 Mario Real Estate,$17.51M,21,Boston,MA
9185,Maureen Jauregui,Coldwell Banker Realty,$17.51M,8.3,Key Biscayne,FL
9186,Matthew DeLine,Keller Williams Realty,$17.51M,20.9,Carlsbad,CA
9187,Ying Xu,RE/MAX Dallas Suburbs,$17.51M,25,Plano,TX
9188,Mark Miller,CENTURY 21 Epic,$17.51M,18.6,Sebastopol,CA
9189,Dylan Kosinski,Intracoastal Realty Corporation,$17.51M,44,Wilmington,NC
9190,Maryburr Edwards,Long & Foster Real Estate,$17.51M,24.8,Raleigh,NC
9191,Carmen Gray,Vintage Sotheby's International Realty,$17.51M,8.5,Yountville,CA
9192,Tori Marshall,Coldwell Banker Realty,$17.50M,31,Oro Valley,AZ
9193,Susan Jakubowski,Premier Sotheby's International Realty,$17.50M,20,Mooresville,NC
9194,"Harold ""Rocky"" Kroeger",Aspen Snowmass Sotheby's International Realty,$17.50M,1,Aspen,CO
9194,Pam Moran,Equity Union Real Estate,$17.50M,21,Westlake Village,CA
9196,Kristi Curtis,"Sotheby's International Realty, Inc.",$17.50M,7.5,Santa Barbara,CA
9197,Jeff McDonald,Realogics Sotheby's International Realty,$17.50M,8.5,Kirkland,WA
9198,Brady Lockenour,HomeSmart Realty Group,$17.50M,72,Orland Park,IL
9198,Tracy Lockenour,HomeSmart Realty Group,$17.50M,72,Bloomington,IL
9198,Mary Fox,HomeSmart Realty Group,$17.50M,72,Orland Park,IL
9201,Raul Santidrian,Douglas Elliman,$17.50M,22.2,Miami,FL
9202,Roberta Murai,Coldwell Banker Realty,$17.50M,8,Saratoga,CA
9203,Matt Hart,First And Main,$17.50M,16,Snohomish,WA
9204,Prabin Bhandari,Keller Williams Gateway,$17.50M,44,Baltimore,MD
9205,Jenny Kurpinsky,LIV Sotheby's International Realty,$17.50M,19.3,Denver,CO
9206,Marian Oost-Lievense,New Seabury Sotheby's International Realty,$17.50M,17.5,Mashpee,MA
9207,Kathleen Ann Reed,Houlihan Lawrence,$17.49M,10,Pelham,NY
9208,Jasmine Popoca,Redfin,$17.49M,51,Orland Park,IL
9209,Ian Tawes,Redfin,$17.49M,15,Walnut Creek,CA
9210,Erick Matos,RE/MAX Loyalty,$17.49M,47,Chicago,IL
9211,Samuel Levi Nolasco,Keller Williams Realty El Paso,$17.49M,49,Las Cruces,NM
9212,Virendra Singh Pingliya,RE/MAX First Realty II,$17.49M,28,Cranford,NJ
9213,Gary Herbert,The Agency,$17.49M,6,Los Altos,CA
9214,Lori Davis,"Dale Sorensen Real Estate, Inc.",$17.48M,19,Vero Beach,FL
9215,Irene Mochulsky,Compass,$17.48M,17,Southlake,TX
9216,Igal Bakshandeh,"Rodeo Realty, Inc",$17.48M,8,Los Angeles,CA
9217,Christelle Haeringer Masi,Keller Williams Santa Monica,$17.48M,12,Los Angeles,CA
9218,Kimberly Martin,CENTURY 21 Total Real Estate Solutions,$17.48M,57.5,High Point,NC
9219,Shauna Reiter,Redfin,$17.48M,43,Mount Ephraim,NJ
9220,Julie Fleck,RE/MAX Alliance,$17.48M,39.5,Edwardsville,IL
9221,Linda Moore,Coldwell Banker Realty,$17.48M,12,Encinitas,CA
9222,Renee Hill,Hawaii Life,$17.48M,26,Hanalei,HI
9223,Brian Caluori,Gibson Sotheby's International Realty,$17.48M,10.8,Boston,MA
9224,Jennifer Chatham,Keller Williams Realty Professionals,$17.48M,46,Miami Beach,FL
9225,Idan Gould,Douglas Elliman,$17.48M,13.5,Brentwood,CA
9226,Jessica Stanger,RE/MAX Traditions,$17.47M,44,Fernley,NV
9227,Sierra Pujals,Compass,$17.47M,19,Napa,CA
9228,Kathleen Dimillo,HUNT Real Estate ERA,$17.47M,55.5,Lockport,NY
9229,Rhonda Alderman,Keller Williams Realty,$17.47M,19.9,Santa Rosa,CA
9230,Susan Martin,Greenwood King Properties,$17.47M,18,Houston,TX
9231,Odamis Martinez,William Raveis,$17.47M,11,Naples,FL
9232,Andrew Marchetti,Keller Williams Crystal Coast,$17.47M,40,Peletier,NC
9233,Patrick Lum,eXp Realty,$17.47M,26,Honolulu,HI
9234,Bobby Vail,Coldwell Banker Realty,$17.47M,26,Riverside,CA
9235,Stayce Mayfield,Redfin,$17.47M,46,Saint Louis,MO
9236,Marianne Gregory,Redfin,$17.47M,31,Baltimore,MD
9237,Donna Kelton,CENTURY 21 Consolidated,$17.46M,42.5,Las Vegas,NV
9238,Deron Schell,HUFF Realty,$17.46M,52,Florence,KY
9239,Derek Essary,Coldwell Banker Realty,$17.46M,19.1,Gilroy,CA
9240,Ronda Chapleski,Compass,$17.46M,18,Boulder,CO
9241,Denise Thiry,Keller Williams Realty Boise,$17.46M,20,Eagle,ID
9242,Shamon Shamonki,"Sotheby's International Realty, Inc.",$17.46M,7,Los Angeles,CA
9243,Renee Cotromano,Keller Williams Realty Atlantic Partners,$17.46M,32,Jacksonville Beach,FL
9244,Tiffany Stock,Keller Williams Realty Danville,$17.46M,11.9,Danville,CA
9245,Bernie Klotz,Kinlin Grover Compass,$17.46M,26,Barnstable,MA
9246,Courtney Stott,CENTURY 21 Parker & Scroggins Realty,$17.46M,49,Bryant,AR
9247,Ricky Hallam,Coldwell Banker Realty,$17.45M,19,Riverside,CA
9248,Robin Mitchell Hee,Better Homes and Gardens Real Estate Haven Properties,$17.45M,17,San Luis Obispo,CA
9249,Joe Ciulla,Allen Tate Realtors,$17.45M,33.5,Bluffton,SC
9250,Brad Merrell,Coldwell Banker Realty,$17.45M,31.8,Winter Springs,FL
9251,Daniela Fernandez,ONE Sotheby's International Realty,$17.45M,11,Coral Gables,FL
9252,Amy Ali,Agency West,$17.45M,14,Rancho Santa Fe,CA
9253,Mitchell Muir,Keller Williams Realty Bothell,$17.45M,19,Bothell,WA
9254,Barkley Robinson,Steamboat Sotheby's International Realty,$17.45M,13.9,Steamboat Springs,CO
9255,Dixie Rapuano,RE/MAX Distinctive,$17.45M,20,McLean,VA
9256,Dayna Patrick,RE/MAX All Stars,$17.45M,45.3,Daleville,VA
9257,Annette Hetrick,"Acre Realty, Ltd.",$17.45M,53.3,Appleton,WI
9258,Brittanie DeChino,TTR Sotheby's International Realty,$17.45M,22,Alexandria,VA
9259,Doris Arnold,Watson Realty Corp.,$17.45M,27.3,Jacksonville,FL
9260,Lauren Von Rosenberg,Briggs Freeman Sotheby's International Realty,$17.45M,14,Dallas,TX
9261,Ara Keshishian,Coldwell Banker Realty,$17.44M,11.4,La Canada Flintridge,CA
9262,Denise Hickman,Berkshire Hathaway HomeServices Carolinas Realty,$17.44M,22,Winston-Salem,NC
9263,Diego Abregu,Keller Williams Realty Alliance Group Reston,$17.44M,29.5,Ashburn,VA
9264,Sid Lightford,Berkshire Hathaway HomeServices Georgia Properties,$17.44M,16,Roswell,GA
9265,Patricia Fiume,RE/MAX of Cherry Hill,$17.44M,37,Cherry Hill,NJ
9266,Tanya Marushack,HomeSmart Preferred Realty,$17.44M,43,Westcliffe,CA
9267,Tyler Shelton,eXp Realty,$17.44M,30,Las Vegas,NV
9268,Julia Landreth,Keller Williams Realty,$17.44M,22,Knoxville,TN
9269,Jake Lewis,Coldwell Banker Realty,$17.43M,11,Tahoe City,CA
9270,Kim Insley-Morrell,Coldwell Banker Island Properties,$17.43M,11.5,Wailea,HI
9271,Brandon Rowley,"Realty Executives Main Street, LLC",$17.43M,68,Lapeer,MI
9272,Karlene Tutewohl,RE/MAX Results,$17.43M,44,Rochester,MN
9273,Hallie Kronebusch,Coldwell Banker Distinctive Properties,$17.43M,13.5,Bozeman,MT
9274,Tracey McFarlane,RE/MAX Realty Specialists,$17.43M,42.6,Charlottesville,VA
9275,Clayton Cobler,Keller Williams Realty St. Louis,$17.43M,41,Saint Louis,MO
9276,Keren Benabou,RE/MAX Properties East,$17.43M,30.5,Louisville,KY
9277,Krista Lorenzo,Coldwell Banker Realty,$17.43M,55,Pittsburgh,PA
9278,Michelle Dearing,Engel & Völkers Bentonville,$17.43M,29,Bentonville,AR
9279,Grant Fitts,Mountain Sotheby's International Realty,$17.43M,22.8,Blue Ridge,GA
9280,Jacob Shemper,RE/MAX Real Estate Partners,$17.43M,43,Hattiesburg,MS
9281,Consuelo Souders,Keller Williams Realty,$17.43M,37,Charlotte,NC
9282,Steven Kirshbaum,The Agency,$17.43M,7,Beverly Hills,CA
9283,Ingrid Hess,Compass,$17.42M,8,Darien,CT
9284,Val Vinson,CENTURY 21 Redwood Realty,$17.42M,32.3,Frederick,MD
9285,Wendy Carpenter,Coldwell Banker Realty,$17.42M,16,Basking Ridge,NJ
9286,Gilbert Lyons,RE/MAX Pinnacle,$17.42M,23,Lancaster,PA
9287,"Jana Richards Cnhs, Crs,",Coldwell Banker Markovich Real Estate,$17.42M,39,Butte,MT
9288,Randall Carney,RE/MAX Associates,$17.42M,43,Fayetteville,AR
9289,Kate Bransfield,Coldwell Banker Realty,$17.42M,7.4,Santa Monica,CA
9290,Brenda Manookin,Redfin,$17.42M,29,Orem,UT
9291,Victoria Schutte,@properties Christie's International Real Estate,$17.42M,26,Oak Park,IL
9292,Danielle Mach,Howard Hanna Real Estate,$17.41M,25,McMurray,PA
9293,Kitt Halterman,"Keller Williams Realty Key Partners, LLC",$17.41M,28,Prairie Village,KS
9294,Linda Dunsmore,Keller Williams Gold Coast,$17.41M,18,Westport,CT
9295,Robert Marchese,RE/MAX Direct,$17.41M,25,Delray Beach,FL
9296,Autumn Ceniza,eXp Realty,$17.41M,13,Irvine,CA
9297,Deborah Silberstein,Christie's International Real Estate Group,$17.41M,18,Summit,NJ
9298,Joel Perkins,"Harry Norman, REALTORS®",$17.41M,29,Atlanta,GA
9299,Lucie Cristler,Maury People Sotheby's International Realty,$17.40M,3,Nantucket,MA
9300,John Simone,ReeceNichols Real Estate,$17.40M,34,Kansas City,MO
9301,Richard Sena,Redfin,$17.40M,33,Richmond,VA
9302,Amy Bonomi,Compass,$17.40M,6,Manhattan,NY
9303,Darren Schneider,Coldwell Banker West,$17.40M,16.9,San Diego,CA
9303,Nick Rogers,Coldwell Banker Realty,$17.40M,17,La Jolla,CA
9305,Rich Bezus,John L. Scott Kent North,$17.40M,32,Kent,WA
9306,Sandra Gustafson,Berkshire Hathaway HomeServices First Realty,$17.40M,26,West Des Moines,IA
9307,Lidiya Dimova,"Lamacchia Realty, Inc.",$17.40M,23,Woburn,MA
9308,Christy Bakaly,Compass,$17.39M,15,Chevy Chase,MD
9309,Stacey Bell,Long Realty Company,$17.39M,54,Green Valley,AZ
9310,Todd Ninneman,RE/MAX Fine Properties,$17.39M,23.5,Phoenix,AZ
9311,Norma Lira,Keller Williams Realty Heritage,$17.39M,38,San Antonio,TX
9312,Amanda Conte,Compass,$17.39M,3,Manhattan,NY
9313,Stephanie Hart,LIV Sotheby's International Realty,$17.39M,10.5,Beaver Creek,CO
9314,Jocelyn Jandovitz,John R. Wood Properties Christie's International Real Estate,$17.39M,25,Naples,FL
9315,Aarti Sood,Redfin,$17.38M,30,Reston,VA
9316,Daniel Smith,Compass,$17.38M,14,Half Moon Bay,CA
9317,Cristian Gonzalez Black,Berkshire Hathaway HomeServices EWM Realty,$17.38M,8,Miami,FL
9318,Romona Brogan,RE/MAX Big Country,$17.38M,48,Abilene,TX
9319,Lisa Cronic,Atlanta Fine Homes Sotheby's International Realty,$17.38M,23,Atlanta,GA
9320,Daniel P. Garcia,Berkshire Hathaway HomeServices California Properties,$17.38M,15,Pasadena,CA
9321,Jennifer Bellinger,Engel & Völkers Scottsdale Waterfront,$17.38M,4,Scottsdale,AZ
9322,Jodi Willis,NextHome Realty Center,$17.37M,38,Cypress,TX
9323,Tracey McLean,Corcoran,$17.37M,13,Brooklyn,NY
9324,Courtney Farrell,Keller Williams Realty Boca Raton,$17.37M,21,Boca Raton,FL
9325,Jennifer Dicostanzo,RE/MAX Town & Country,$17.37M,31.6,Warwick,NY
9326,Aly Plunkett,ReeceNichols Real Estate,$17.37M,38,Olathe,KS
9327,Brenda Souter,eXp Realty,$17.37M,44,Saint Charles,MO
9328,Ann Westerlund,Windermere Realty Trust,$17.37M,24,Gearhart,OR
9329,Christina Sosa,Compass,$17.37M,5,Miami Beach,FL
9330,Julia Martinage,Redfin,$17.37M,27,Hampstead,NH
9331,Sharon Hayes,Coldwell Banker Realty,$17.37M,18.5,Middletown,NJ
9332,Danielle Sharret,Coldwell Banker Realty,$17.37M,15.3,Livingston,NJ
9333,Rebecca Mooers,RE/MAX Gold,$17.37M,39,Grass Valley,CA
9334,Shahla Khani,Coldwell Banker Realty,$17.36M,7,Los Gatos,CA
9335,Magda Whelton,Engel & Völkers Venice Downtown,$17.36M,28,Venice,FL
9336,Terry Barbery,Sierra Sotheby's International Realty,$17.36M,7,Incline Village,NV
9337,Colleen Cooley,Coldwell Banker Realty,$17.36M,6.5,Palo Alto,CA
9338,Vicki Paparella,Keller Williams Huntington Beach,$17.36M,13,Fountain Valley,CA
9339,Michael Weiss,Corcoran,$17.36M,12,Manhattan,NY
9340,Tracey Dibrino,Houlihan Lawrence,$17.36M,9,Scarsdale,NY
9341,Graham Pettengill,ERA Key Realty Services,$17.36M,19,Framingham,MA
9342,Shawn Dunne,Berkshire Hathaway HomeServices PenFed Realty,$17.36M,43,Santa Rosa Beach,FL
9343,Ida Hargaray,Coldwell Banker Realty,$17.36M,39,Panama City Beach,FL
9344,David D'Angelo,Michael Saunders & Company,$17.35M,12.5,Lakewood Ranch,FL
9345,Elyse Wolfe,Compass,$17.35M,11,Short Hills,NJ
9346,Vinita Arora,Coldwell Banker Realty,$17.35M,30,Naperville,IL
9347,Kimberly T. Hastie,Brown Harris Stevens,$17.35M,10,New York,NY
9348,Sue Otto-Calkins,Pacific Sotheby's International Realty,$17.35M,10,Rancho Santa Fe,CA
9349,Becky Freeman,RE/MAX Unlimited Real Estate,$17.35M,77,Whitehall,PA
9350,Heidi Lane,eXp Realty,$17.35M,13,Kalispell,MT
9351,Jeremy Fretwell,Keller Williams Emerald Coast Realty,$17.35M,44.9,Fort Walton Beach,FL
9352,Richard P Buckingham,Long & Foster Real Estate,$17.35M,27,Richmond,VA
9353,Ruchika Gogia,RE/MAX Select,$17.35M,72.3,Secaucus,NJ
9354,Nancy Griego,RE/MAX Parkside Affiliates,$17.34M,32,Olympia,WA
9355,Amir Hardy,Compass,$17.34M,3,San Francisco,CA
9356,Haley Jones,eXp Realty,$17.34M,38,Seymour,TN
9357,Victor Paulino,Engel & Völkers Beverly Farms,$17.34M,12,Beverly,MA
9358,Adrian Roach,W Real Estate,$17.34M,23,Windsor,CA
9359,Hala Adra,Compass,$17.34M,9,McLean,VA
9360,Julie Lurie Warren,CENTURY 21 Mack-Morris Iris Lurie Inc,$17.34M,18.6,Morganville,NJ
9361,Sharon Baker,Berkshire Hathaway HomeServices RW Towne Realty,$17.33M,32,Williamsburg,VA
9362,Cathy Carter,RE/MAX Solutions,$17.33M,18,Gilbert,AZ
9363,Paula Cardi,CENTURY 21 Limitless,$17.33M,39,North Providence,RI
9364,Paul Neavyn,Mathieu Newton Sotheby's International Realty,$17.33M,15,Westborough,MA
9365,Kimberly Schieferstein,Compass,$17.33M,23,Austin,TX
9366,Laressa Neuman,Berkshire Hathaway HomeServices Premier Properties,$17.33M,21,Lakeway,TX
9367,Janie Nieto,"Coldwell Banker Apex, Realtors",$17.33M,36,McKinney,TX
9368,Rowena De Leon,Coldwell Banker Realty,$17.33M,25.3,Bethesda,MD
9369,Jenny Jordan,Keller Williams Realty Legacy,$17.33M,19,Plano,TX
9370,Milan Gurung,RE/MAX Andrew Realty Services,$17.33M,26,Medford,MA
9371,Therese Rourk,Compass,$17.33M,17,Dallas,TX
9372,Jill Alberts,Coldwell Banker Bishop Realty,$17.33M,27.5,Pine,AZ
9373,Karen Adcock,Keller Williams Realty Town Center,$17.33M,37,Virginia Beach,VA
9374,Darbie Stokes,Compass,$17.33M,20,Lexington,MA
9375,Joelle Smith,Compass,$17.33M,20,Andover,MA
9376,Courtney Whitaker,Golden Gate Sotheby's International Realty,$17.33M,8,Greenbrae,CA
9377,Kyle Olinger,Allen Tate/Beverly-Hanks Realtors,$17.33M,7,Arden,NC
9378,Cheryl Hill,Compass,$17.32M,8,Seattle,WA
9379,Tiffeny Meyers,Baird & Warner,$17.32M,42,Chicago,IL
9380,Jesse Griffin,CENTURY 21 Beggins Enterprises,$17.32M,23,Longboat Key,FL
9381,Caroline Caira,RE/MAX On the Charles,$17.32M,19,Waltham,MA
9382,Joseph Bradley Franklin King,KW Portland Premiere,$17.32M,16,Portland,OR
9383,Timothy Ash,The Group Real Estate,$17.32M,23,Fort Collins,CO
9384,Lee Ann Parks,eXp Realty,$17.32M,28,Dover,NH
9385,Mark Fearing,Coldwell Banker Realty,$17.32M,31.9,Saint Paul,MN
9386,Sandra Remus,Coldwell Banker Realty,$17.32M,9,Los Gatos,CA
9387,Tyler Polan,Pacific Sotheby's International Realty,$17.31M,4,Encinitas,CA
9388,Leanne Stella,Brown Harris Stevens,$17.31M,14,Manhattan,NY
9389,Lisa Ihde,CENTURY 21 Ace Realty,$17.31M,45,Appleton,WI
9390,Catherine Donovan,Berkshire Hathaway HomeServices Arizona Properties,$17.31M,29,Tucson,AZ
9391,Karin Posvar Picket,Corcoran,$17.31M,7,Manhattan,NY
9392,Sabine McElrath,eXp Realty,$17.31M,24,Biddeford,ME
9393,Trevor Gearin,"Lamacchia Realty, Inc.",$17.31M,33,Salem,NH
9394,Kelsey Henry,Keller Williams Realty,$17.31M,25,Spring Hill,TN
9395,Stephanie Patrick,RE/MAX Exclusive,$17.31M,20,Gig Harbor,WA
9396,Dean Powell,Keller Williams Realty Danville,$17.31M,17.8,Lafayette,CA
9397,Judith Dellert,Redfin,$17.31M,44,Savannah,GA
9398,Brian K. Henson,Atlanta Fine Homes Sotheby's International Realty,$17.30M,15.5,Alpharetta,GA
9399,Ben Garama,Corcoran,$17.30M,17.1,Manhattan,NY
9400,Lisa Norton Reese,"Berkshire Hathaway HomeServices C. Dan Joyner, REALTORS®",$17.30M,34,Greenville,SC
9401,Eleanor Simon,Coldwell Banker Realty,$17.30M,22,Waipahu,HI
9402,Jennifer Mason,HomeSmart Success Realty,$17.30M,26,Maricopa,AZ
9403,Erin Burke,Coldwell Banker Realty,$17.30M,6,Los Gatos,CA
9404,Mark Bensadon,Keller Williams North Seattle,$17.30M,15,Seattle,WA
9405,Michael Imbriaco,RE/MAX Revolution,$17.30M,29,Wall,NJ
9406,Graham Gentry,Columbia River Realty ERA Powered,$17.30M,24,Washougal,WA
9407,Gary Vermaat,Prominent Properties Sotheby's International Realty,$17.30M,27,Haddonfield,NJ
9408,Kimberly Rehnquist,Redfin,$17.29M,29,Murrieta,CA
9409,Kelli Allen,ERA Fernandina Beach Realty,$17.29M,23,Fernandina Beach,FL
9410,Kelly Lucas,Coldwell Banker Realty,$17.29M,11,Carlsbad,CA
9411,Brian Huie,Compass,$17.29M,18,Seattle,WA
9412,David Hansen,Keller Williams Realty Metropolitan,$17.29M,38.2,Bedford,NH
9413,Franz Rosenberger,Coldwell Banker Islands Realty,$17.29M,20,South Hero,VT
9414,James Judge,HomeSmart (AZ),$17.29M,24,Scottsdale,AZ
9415,Tracy Kelly,Allen Tate Realtors,$17.29M,32,Bluffton,SC
9416,Miri Bialik,Intero Real Estate Services,$17.29M,5,Cupertino,CA
9417,Jessie Obert,Berkshire Hathaway HomeServices Professional Realty,$17.28M,29,Hudson,OH
9418,Linda Plant,"Sotheby's International Realty, Inc.",$17.28M,16.5,Houston,TX
9419,Azita Wilson,Keller Williams Legacy,$17.28M,20,Apex,NC
9420,Patti Brown,CENTURY 21 New Millennium,$17.28M,23.4,Gainesville,VA
9421,Karen Karapasha,Berkshire Hathaway HomeServices Karapasha Realty,$17.28M,26,Katy,TX
9422,Katia Reisler,Douglas Elliman,$17.28M,9,Boca Raton,FL
9423,Mary Pong,Compass,$17.28M,12,Seattle,WA
9424,Frank Denovi,Compass,$17.28M,52,Long Grove,IL
9425,Limarys Hernandez,Keller Williams Advantage III Realty,$17.28M,34.7,Orlando,FL
9426,Esteban Nuñez,Engel & Völkers Park City,$17.28M,10,Salt Lake City,UT
9427,Nancy McHenry,Coldwell Banker Hearthside,$17.28M,24.5,Newtown,PA
9428,Jaime Pluta,RE/MAX Revolution,$17.28M,31,Lavallette,NJ
9429,Rhonda Cudeback,Keller Williams Realty Pacific Estates,$17.28M,18.5,Long Beach,CA
9430,Chad Thibodeaux,RE/MAX Horseshoe Bay Resort Sales Co.,$17.27M,26,Horseshoe Bay,TX
9431,Joseph Cooper,RE/MAX Titanium,$17.27M,38,Clermont,FL
9432,Brad Hansen,Compass,$17.27M,10,Los Angeles,CA
9433,Victoria Adkins,Coldwell Banker Advantage,$17.27M,28,Southern Pines,NC
9434,Justin Bonney,Clear Way Real Estate,$17.27M,21,Los Angeles,CA
9435,Patti Smith,Coldwell Banker Realty,$17.27M,17,Vista,CA
9436,Brian O'Neill,eXp Realty,$17.27M,50,Simpsonville,SC
9437,Arnold Oh,eXp Realty,$17.27M,40,Suwanee,GA
9438,Marc Gallardo,Compass,$17.27M,13,Willow Glen,CA
9439,Conor Murray,Frank Hardy Sotheby's International Realty,$17.27M,8.5,Charlottesville,VA
9440,Nicole Arnold,Redfin,$17.27M,23,Portland,OR
9441,Ryan Smith,Knipe Realty ERA Powered,$17.27M,24,Portland,OR
9442,Shelley Champagne,Coldwell Banker Tomlinson Ranch & Home,$17.27M,49.5,Moses Lake,WA
9443,Richard Collins,RE/MAX One,$17.27M,15,Northridge,CA
9444,Alma Castro,Coldwell Banker Realty,$17.26M,27.5,San Jose,CA
9445,Irene Jonas,RE/MAX Champions,$17.26M,49,Trinity,FL
9446,Sandie Lamantia,Berkshire Hathaway HomeServices Select Properties,$17.26M,56,Edwardsville,IL
9447,Denise Staab,The Group Real Estate,$17.26M,17,Fort Collins,CO
9448,Jack Irvin,Coldwell Banker Realty,$17.26M,9,Long Beach,CA
9449,Melanie Carlson,@properties Christie's International Real Estate,$17.26M,44,Chicago,IL
9450,Stephanie Veenis,Howard Hanna Real Estate,$17.26M,24.3,Pittsburgh,PA
9451,Jesus Gomez,RE/MAX Equity Group,$17.26M,41,Clackamas,OR
9452,Daniel Seda,Coldwell Banker Hedges Realty,$17.26M,49,Cedar Rapids,IA
9453,Heidi Ingham,Berkshire Hathaway HomeServices Utah Properties,$17.26M,16,Salt Lake City,UT
9454,David Baldinger Jr.,Steamboat Sotheby's International Realty,$17.25M,10.2,Steamboat Springs,CO
9455,Lisha Elam,Keller Williams Realty Everett,$17.25M,14,Boise,ID
9456,Melissa Rogers,Keller Williams Great Smokies,$17.25M,51.3,Sylva,NC
9457,Eli Johnson,Engel & Völkers Minneapolis Downtown,$17.25M,37,Minneapolis,MN
9458,Jeanine Kaminski-Ditzel,Douglas Elliman,$17.25M,11,Houston,TX
9459,Jill Fochesato,CENTURY 21 Judge Fite Company,$17.25M,39,Granbury,TX
9460,Aurica Burduja,XHomes Realty Inc,$17.25M,37,Bartlett,IL
9461,Marcia Dolan,Berkshire Hathaway HomeServices The Preferred Realty,$17.25M,40,Greensburg,PA
9462,Keri Burgess,RE/MAX of Stuart,$17.25M,18,Stuart,FL
9463,Cindy Chase,John L. Scott Redmond,$17.25M,17,Redmond,WA
9464,Matthew Guarino,HomeSmart (CO),$17.24M,38,Greenwood Village,CO
9465,Kim Nasfell,Berkshire Hathaway HomeServices Mountain Sky Properties,$17.24M,48,Wytheville,VA
9466,Jessica Rizzo,"Lamacchia Realty, Inc.",$17.24M,53,Dalton,MA
